source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0030195,negative regulation of blood coagulation,0.009576222976647378,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of blood coagulation."" [GOC:mah]",46,1831,13,18452,0.0070999453850355,0.2826086956521739,query_1,"['GO:0007596', 'GO:0030193', 'GO:0050819', 'GO:0061045', 'GO:1900047']"
GO:BP,GO:0140962,multicellular organismal-level chemical homeostasis,0.00958395105354404,True,"""A homeostatic process involved in the maintenance of a steady state level of a chemical within extracellular body fluids, such as blood, xylem or phloem, of a multicellular organism. This is distinct from maintenance of cellular homeostasis, which occurs within a cell."" [GOC:curators]",70,1831,17,18452,0.009284543965046422,0.24285714285714285,query_1,"['GO:0048871', 'GO:0048878']"
GO:BP,GO:1901700,response to oxygen-containing compound,0.009683381965516687,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1367,1831,173,18452,0.09448388858547242,0.12655449890270665,query_1,['GO:0042221']
GO:BP,GO:0006694,steroid biosynthetic process,0.009684260946934373,True,"""The chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus; includes de novo formation and steroid interconversion by modification."" [GOC:go_curators]",137,1831,27,18452,0.01474604041507373,0.19708029197080293,query_1,"['GO:0008202', 'GO:0008610']"
GO:BP,GO:0090130,tissue migration,0.009799201353629921,True,"""The process in which the population of cells that make up a tissue undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]",96,1831,21,18452,0.011469142545057346,0.21875,query_1,['GO:0032501']
GO:BP,GO:0086002,cardiac muscle cell action potential involved in contraction,0.009872055824070821,True,"""An action potential that occurs in a cardiac muscle cell and is involved in its contraction."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",52,1831,14,18452,0.007646095030038231,0.2692307692307692,query_1,"['GO:0086001', 'GO:0086003']"
GO:BP,GO:0086005,ventricular cardiac muscle cell action potential,0.010330067975972067,True,"""An action potential that occurs in a ventricular cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",30,1831,10,18452,0.005461496450027308,0.3333333333333333,query_1,['GO:0086002']
GO:BP,GO:0060669,embryonic placenta morphogenesis,0.010439930862769679,True,"""The process in which the embryonic placenta is generated and organized."" [GOC:dph]",25,1831,9,18452,0.004915346805024577,0.36,query_1,"['GO:0001892', 'GO:0048598']"
GO:BP,GO:0019640,D-glucuronate catabolic process to D-xylulose 5-phosphate,0.010590321595492658,True,"""The chemical reactions and pathways resulting in the breakdown of D-glucuronate into D-xylulose 5-phosphate."" [GOC:go_curators, PMID:27189775]",5,1831,4,18452,0.002184598580010923,0.8,query_1,"['GO:0042840', 'GO:0051167']"
GO:BP,GO:0042840,D-glucuronate catabolic process,0.010590321595492658,True,"""The chemical reactions and pathways resulting in the breakdown of D-glucuronate, the D-enantiomer of glucuronate."" [GOC:jl, GOC:jsg, GOC:mah]",5,1831,4,18452,0.002184598580010923,0.8,query_1,['GO:0006064']
GO:BP,GO:0019585,glucuronate metabolic process,0.010590321595492658,True,"""The chemical reactions and pathways involving glucuronate, any salt or ester of glucuronic acid, the uronic acid formally derived from glucose by oxidation of the hydroxymethylene group at C-6 to a carboxyl group."" [GOC:go_curators, ISBN:0198506732]",5,1831,4,18452,0.002184598580010923,0.8,query_1,['GO:0032787']
GO:BP,GO:0006064,glucuronate catabolic process,0.010590321595492658,True,"""The chemical reactions and pathways resulting in the breakdown of glucuronate, any salt or ester of glucuronic acid."" [GOC:go_curators]",5,1831,4,18452,0.002184598580010923,0.8,query_1,"['GO:0019585', 'GO:0072329']"
GO:BP,GO:0098754,detoxification,0.010590321595492658,True,"""Any process that reduces or removes the toxicity of a toxic substance. These may include transport of the toxic substance away from sensitive areas and to compartments or complexes whose purpose is sequestration of the toxic substance."" [GOC:dos]",124,1831,25,18452,0.013653741125068269,0.20161290322580644,query_1,"['GO:0008150', 'GO:0009636']"
GO:BP,GO:0036102,leukotriene B4 metabolic process,0.010590321595492658,True,"""The chemical reactions and pathways involving leukotriene B4, a leukotriene composed of (6Z,8E,10E,14Z)-eicosatetraenoic acid having (5S)- and (12R)-hydroxy substituents."" [GOC:bf]",5,1831,4,18452,0.002184598580010923,0.8,query_1,"['GO:0001676', 'GO:0006691', 'GO:1901568']"
GO:BP,GO:0022603,regulation of anatomical structure morphogenesis,0.010590321595492658,True,"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]",752,1831,103,18452,0.056253413435281265,0.13696808510638298,query_1,"['GO:0009653', 'GO:0050793']"
GO:BP,GO:0030534,adult behavior,0.010590321595492658,True,"""Behavior in a fully developed and mature organism."" [GOC:mah, ISBN:0877797099]",117,1831,24,18452,0.013107591480065538,0.20512820512820512,query_1,['GO:0007610']
GO:BP,GO:0032808,lacrimal gland development,0.010590321595492658,True,"""The process whose specific outcome is the progression of the lacrimal gland over time, from its formation to the mature structure. The lacrimal gland produces secretions that lubricate and protect the cornea of the eye."" [GOC:ln]",5,1831,4,18452,0.002184598580010923,0.8,query_1,"['GO:0035272', 'GO:0048732']"
GO:BP,GO:0050793,regulation of developmental process,0.01073002161503906,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",2103,1831,253,18452,0.1381758601856909,0.12030432715168807,query_1,"['GO:0032502', 'GO:0050789']"
GO:BP,GO:0006936,muscle contraction,0.010809951216089887,True,"""A process in which force is generated within muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis."" [GOC:ef, GOC:mtg_muscle, ISBN:0198506732]",265,1831,44,18452,0.02403058438012015,0.1660377358490566,query_1,['GO:0003012']
GO:BP,GO:0043062,extracellular structure organization,0.010956417830538741,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures in the space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane, and also covers the host cell environment outside an intracellular parasite."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",273,1831,45,18452,0.024576734025122882,0.16483516483516483,query_1,['GO:0016043']
GO:BP,GO:0030198,extracellular matrix organization,0.010956417830538741,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix."" [GOC:mah]",273,1831,45,18452,0.024576734025122882,0.16483516483516483,query_1,"['GO:0043062', 'GO:0045229']"
GO:BP,GO:0072077,renal vesicle morphogenesis,0.011162844069566134,True,"""The process in which the anatomical structures of the renal vesicle are generated and organized. The renal vesicle is the primordial structure of the nephron epithelium, and is formed by the condensation of mesenchymal cells."" [GOC:mtg_kidney_jan10]",16,1831,7,18452,0.0038230475150191155,0.4375,query_1,"['GO:0002009', 'GO:0072087', 'GO:0072088']"
GO:BP,GO:0046459,short-chain fatty acid metabolic process,0.011162844069566134,True,"""The chemical reactions and pathways involving a short-chain fatty acid. A short-chain fatty acid has an aliphatic tail containing fewer than 6 carbons."" [Wikipedia:Fatty_acid_metabolism]",16,1831,7,18452,0.0038230475150191155,0.4375,query_1,['GO:0006631']
GO:BP,GO:0007173,epidermal growth factor receptor signaling pathway,0.011178411862278831,True,"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor EGFR (ERBB1) on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]",153,1831,29,18452,0.015838339705079193,0.1895424836601307,query_1,['GO:0038127']
GO:BP,GO:1900047,negative regulation of hemostasis,0.011178411862278831,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of hemostasis."" [GOC:TermGenie]",47,1831,13,18452,0.0070999453850355,0.2765957446808511,query_1,"['GO:0007599', 'GO:0048519', 'GO:1900046']"
GO:BP,GO:0070169,positive regulation of biomineral tissue development,0.011178411862278831,True,"""Any process that activates or increases the frequency, rate or extent of biomineral tissue development, the formation of hard tissues that consist mainly of inorganic compounds."" [GOC:mah]",47,1831,13,18452,0.0070999453850355,0.2765957446808511,query_1,"['GO:0031214', 'GO:0051094', 'GO:0070167']"
GO:BP,GO:0048568,embryonic organ development,0.011357625737303045,True,"""Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]",385,1831,59,18452,0.03222282905516111,0.15324675324675324,query_1,"['GO:0009790', 'GO:0048513']"
GO:BP,GO:0031547,brain-derived neurotrophic factor receptor signaling pathway,0.011434396220577672,True,"""The series of molecular signals generated as a consequence of a brain-derived neurotrophic factor receptor binding to one of its physiological ligands."" [GOC:mah]",53,1831,14,18452,0.007646095030038231,0.2641509433962264,query_1,['GO:0007169']
GO:BP,GO:0015803,branched-chain amino acid transport,0.011786794510472204,True,"""The directed movement of branched-chain amino acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Branched-chain amino acids are amino acids with a branched carbon skeleton without rings."" [GOC:ai, GOC:bf]",12,1831,6,18452,0.0032768978700163844,0.5,query_1,"['GO:0046942', 'GO:0071705']"
GO:BP,GO:0051918,negative regulation of fibrinolysis,0.011786794510472204,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]",12,1831,6,18452,0.0032768978700163844,0.5,query_1,"['GO:0030194', 'GO:0032103', 'GO:0042730', 'GO:0048519', 'GO:0051917']"
GO:BP,GO:0009070,serine family amino acid biosynthetic process,0.011786794510472204,True,"""The chemical reactions and pathways resulting in the formation of amino acids of the serine family, comprising cysteine, glycine, homoserine, selenocysteine and serine."" [GOC:ai]",12,1831,6,18452,0.0032768978700163844,0.5,query_1,['GO:1901607']
GO:BP,GO:0030323,respiratory tube development,0.011870630375836392,True,"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]",183,1831,33,18452,0.018022938285090113,0.18032786885245902,query_1,"['GO:0035295', 'GO:0048513']"
GO:BP,GO:0048667,cell morphogenesis involved in neuron differentiation,0.011870630375836392,True,"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]",501,1831,73,18452,0.03986892408519935,0.14570858283433133,query_1,"['GO:0000902', 'GO:0048666']"
GO:BP,GO:0045229,external encapsulating structure organization,0.012394172790644165,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of external structures that lie outside the plasma membrane and surround the entire cell."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",275,1831,45,18452,0.024576734025122882,0.16363636363636364,query_1,['GO:0016043']
GO:BP,GO:0034440,lipid oxidation,0.012424348122222205,True,"""The removal of one or more electrons from a lipid, with or without the concomitant removal of a proton or protons, by reaction with an electron-accepting substance, by addition of oxygen or by removal of hydrogen."" [GOC:BHF, GOC:mah]",105,1831,22,18452,0.012015292190060076,0.20952380952380953,query_1,['GO:0030258']
GO:BP,GO:0031175,neuron projection development,0.012523284044742506,True,"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]",870,1831,116,18452,0.06335335882031677,0.13333333333333333,query_1,"['GO:0048666', 'GO:0120036']"
GO:BP,GO:0170038,proteinogenic amino acid biosynthetic process,0.012842049611096173,True,"""The chemical reactions and pathways resulting in the formation of any amino acid that is incorporated into protein naturally by ribosomal translation of mRNA, and that has a specific codon for translation from mRNA to protein."" [GOC:ew]",42,1831,12,18452,0.006553795740032769,0.2857142857142857,query_1,"['GO:0046394', 'GO:0170039']"
GO:BP,GO:0060713,labyrinthine layer morphogenesis,0.012864336038972534,True,"""The process in which the labyrinthine layer of the placenta is generated and organized."" [GOC:dph]",21,1831,8,18452,0.004369197160021846,0.38095238095238093,query_1,"['GO:0048598', 'GO:0060669', 'GO:0060711']"
GO:BP,GO:0061045,negative regulation of wound healing,0.012864336038972534,True,"""Any process that decreases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:dph]",66,1831,16,18452,0.008738394320043691,0.24242424242424243,query_1,"['GO:0032102', 'GO:0042060', 'GO:0061041', 'GO:1903035']"
GO:BP,GO:1901568,fatty acid derivative metabolic process,0.012864336038972534,True,"""The chemical reactions and pathways involving fatty acid derivative."" [GOC:pr, GOC:TermGenie]",66,1831,16,18452,0.008738394320043691,0.24242424242424243,query_1,['GO:0006629']
GO:BP,GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,0.013176496881946274,True,"""Any process that activates or increases the frequency, rate or extent of G protein-coupled receptor signaling pathway activity."" [GOC:go_curators]",26,1831,9,18452,0.004915346805024577,0.34615384615384615,query_1,"['GO:0007186', 'GO:0008277', 'GO:0009967']"
GO:BP,GO:0086011,membrane repolarization during action potential,0.013176496881946274,True,"""The process in which ions are transported across a membrane such that the membrane potential changes in the direction from the positive membrane potential at the peak of the action potential towards the negative resting potential."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",26,1831,9,18452,0.004915346805024577,0.34615384615384615,query_1,"['GO:0001508', 'GO:0086009']"
GO:BP,GO:0048608,reproductive structure development,0.013176496881946274,True,"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]",245,1831,41,18452,0.02239213544511196,0.1673469387755102,query_1,"['GO:0003006', 'GO:0048856', 'GO:0061458']"
GO:BP,GO:0045682,regulation of epidermis development,0.013210597775436367,True,"""Any process that modulates the frequency, rate or extent of epidermis development."" [GOC:go_curators]",60,1831,15,18452,0.008192244675040962,0.25,query_1,"['GO:0008544', 'GO:0050793']"
GO:BP,GO:0030858,positive regulation of epithelial cell differentiation,0.01339116083963458,True,"""Any process that activates or increases the frequency, rate or extent of epithelial cell differentiation."" [GOC:mah]",54,1831,14,18452,0.007646095030038231,0.25925925925925924,query_1,"['GO:0030855', 'GO:0030856', 'GO:0045597']"
GO:BP,GO:0042476,odontogenesis,0.013397033021326383,True,"""The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food."" [GOC:jl, GOC:mah]",99,1831,21,18452,0.011469142545057346,0.21212121212121213,query_1,['GO:0009887']
GO:BP,GO:0022612,gland morphogenesis,0.013397033021326383,True,"""The process in which the anatomical structures of a gland are generated and organized."" [GOC:isa_complete]",99,1831,21,18452,0.011469142545057346,0.21212121212121213,query_1,"['GO:0009887', 'GO:0048732']"
GO:BP,GO:0031214,biomineral tissue development,0.013657514764790681,True,"""Formation of hard tissues that consist mainly of inorganic compounds, and also contain a small amounts of organic matrices that are believed to play important roles in their formation."" [PMID:15132736]",141,1831,27,18452,0.01474604041507373,0.19148936170212766,query_1,"['GO:0009888', 'GO:0048513']"
GO:BP,GO:0031960,response to corticosteroid,0.013695069178185018,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a corticosteroid hormone stimulus. A corticosteroid is a steroid hormone that is produced in the adrenal cortex. Corticosteroids are involved in a wide range of physiologic systems such as stress response, immune response and regulation of inflammation, carbohydrate metabolism, protein catabolism, blood electrolyte levels, and behavior. They include glucocorticoids and mineralocorticoids."" [GOC:mah, PMID:11027914]",106,1831,22,18452,0.012015292190060076,0.20754716981132076,query_1,['GO:0048545']
GO:BP,GO:0019637,organophosphate metabolic process,0.01491371640784372,True,"""The chemical reactions and pathways involving organophosphates, any phosphate-containing organic compound."" [ISBN:0198506732]",963,1831,126,18452,0.06881485527034407,0.1308411214953271,query_1,['GO:0006793']
GO:BP,GO:0030500,regulation of bone mineralization,0.01491371640784372,True,"""Any process that modulates the frequency, rate or extent of bone mineralization."" [GOC:go_curators]",67,1831,16,18452,0.008738394320043691,0.23880597014925373,query_1,"['GO:0030278', 'GO:0030282', 'GO:0070167']"
GO:BP,GO:0048705,skeletal system morphogenesis,0.01508115793555241,True,"""The process in which the anatomical structures of the skeleton are generated and organized."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb]",201,1831,35,18452,0.019115237575095576,0.17412935323383086,query_1,"['GO:0001501', 'GO:0009887']"
GO:BP,GO:0019395,fatty acid oxidation,0.01515288880106565,True,"""The removal of one or more electrons from a fatty acid, with or without the concomitant removal of a proton or protons, by reaction with an electron-accepting substance, by addition of oxygen or by removal of hydrogen."" [ISBN:0198506732]",100,1831,21,18452,0.011469142545057346,0.21,query_1,"['GO:0006631', 'GO:0034440']"
GO:BP,GO:0003012,muscle system process,0.015246368407738648,True,"""An organ system process carried out at the level of a muscle. Muscle tissue is composed of contractile cells or fibers."" [GOC:mtg_cardio]",342,1831,53,18452,0.02894593118514473,0.15497076023391812,query_1,['GO:0003008']
GO:BP,GO:0007351,tripartite regional subdivision,0.015419222733678956,True,"""Subdivision of the embryo along the anterior/posterior axis into anterior, posterior and terminal regions."" [GOC:dph, GOC:isa_complete, http://fly.ebi.ac.uk/allied-data/lk/interactive-fly/aimain/1aahome.htm, ISBN:0879694238]",17,1831,7,18452,0.0038230475150191155,0.4117647058823529,query_1,"['GO:0003002', 'GO:0007350']"
GO:BP,GO:0050819,negative regulation of coagulation,0.015419222733678956,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of coagulation."" [GOC:ai]",49,1831,13,18452,0.0070999453850355,0.2653061224489796,query_1,"['GO:0050817', 'GO:0050818', 'GO:0051241']"
GO:BP,GO:0060688,regulation of morphogenesis of a branching structure,0.015419222733678956,True,"""Any process that modulates the rate, frequency, or extent of branching morphogenesis, the process in which the anatomical structures of branches are generated and organized."" [GOC:dph]",49,1831,13,18452,0.0070999453850355,0.2653061224489796,query_1,"['GO:0001763', 'GO:0022603', 'GO:0051239']"
GO:BP,GO:0072087,renal vesicle development,0.015419222733678956,True,"""The process whose specific outcome is the progression of the renal vesicle over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure. The renal vesicle is the primordial structure of the nephron epithelium, and is formed by the condensation of mesenchymal cells."" [GOC:mtg_kidney_jan10]",17,1831,7,18452,0.0038230475150191155,0.4117647058823529,query_1,"['GO:0072009', 'GO:0072073']"
GO:BP,GO:0036216,cellular response to stem cell factor stimulus,0.015419222733678956,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stem cell factor (SCF) stimulus."" [GOC:uh, PMID:18787413, PMID:7520444]",49,1831,13,18452,0.0070999453850355,0.2653061224489796,query_1,"['GO:0036215', 'GO:0071345']"
GO:BP,GO:0036215,response to stem cell factor,0.015419222733678956,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stem cell factor (SCF) stimulus."" [GOC:uh]",49,1831,13,18452,0.0070999453850355,0.2653061224489796,query_1,['GO:0034097']
GO:BP,GO:0030539,male genitalia development,0.015419222733678956,True,"""The process whose specific outcome is the progression of the male genitalia over time, from its formation to the mature structure."" [GOC:ems, ISBN:0140512888]",17,1831,7,18452,0.0038230475150191155,0.4117647058823529,query_1,"['GO:0046661', 'GO:0048806', 'GO:0061458']"
GO:BP,GO:0038109,Kit signaling pathway,0.015419222733678956,True,"""The series of molecular signals initiated by the binding of stem cell factor to the tyrosine kinase receptor KIT on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription. Stem cell factor (KIT ligand) binding to the receptor Kit mediates receptor dimerization, activation of its intrinsic tyrosine kinase activity and autophosphorylation. The activated receptor then phosphorylates various substrates, thereby activating distinct signaling cascades within the cell that trigger a change in state or activity of the cell."" [GOC:nhn, GOC:signaling, PMID:16129412]",49,1831,13,18452,0.0070999453850355,0.2653061224489796,query_1,"['GO:0007169', 'GO:0019221', 'GO:0036216']"
GO:BP,GO:0072521,purine-containing compound metabolic process,0.015419222733678956,True,"""The chemical reactions and pathways involving a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]",507,1831,73,18452,0.03986892408519935,0.14398422090729784,query_1,['GO:0008152']
GO:BP,GO:0051917,regulation of fibrinolysis,0.015419222733678956,True,"""Any process that modulates the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]",17,1831,7,18452,0.0038230475150191155,0.4117647058823529,query_1,"['GO:0030193', 'GO:0042730']"
GO:BP,GO:0006103,2-oxoglutarate metabolic process,0.015419222733678956,True,"""The chemical reactions and pathways involving oxoglutarate, the dianion of 2-oxoglutaric acid. It is a key constituent of the TCA cycle and a key intermediate in amino-acid metabolism."" [ISBN:0198506732]",17,1831,7,18452,0.0038230475150191155,0.4117647058823529,query_1,['GO:0043648']
GO:BP,GO:0009611,response to wounding,0.015419222733678956,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."" [GOC:go_curators]",507,1831,73,18452,0.03986892408519935,0.14398422090729784,query_1,['GO:0006950']
GO:BP,GO:0008595,"anterior/posterior axis specification, embryo",0.015419222733678956,True,"""The specification of the anterior/posterior axis of the embryo by the products of genes expressed maternally and genes expressed in the zygote."" [http://fly.ebi.ac.uk/allied-data/lk/interactive-fly/aimain/1aahome.htm, ISBN:0879694238]",17,1831,7,18452,0.0038230475150191155,0.4117647058823529,query_1,"['GO:0000578', 'GO:0007351', 'GO:0009948']"
GO:BP,GO:1901569,fatty acid derivative catabolic process,0.015419222733678956,True,"""The chemical reactions and pathways resulting in the breakdown of fatty acid derivative."" [GOC:pr, GOC:TermGenie]",17,1831,7,18452,0.0038230475150191155,0.4117647058823529,query_1,"['GO:0016042', 'GO:1901568']"
GO:BP,GO:0061458,reproductive system development,0.015776030030460766,True,"""The progression of the reproductive system over time from its formation to the mature structure. The reproductive system consists of the organs that function in reproduction."" [GOC:dph]",248,1831,41,18452,0.02239213544511196,0.16532258064516128,query_1,['GO:0048731']
GO:BP,GO:0005996,monosaccharide metabolic process,0.01595754760561187,True,"""The chemical reactions and pathways involving monosaccharides, the simplest carbohydrates. They are polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides."" [ISBN:0198506732]",225,1831,38,18452,0.02075368651010377,0.1688888888888889,query_1,"['GO:0005975', 'GO:0044281']"
GO:BP,GO:0050890,cognition,0.015974059496580192,True,"""The operation of the mind by which an organism becomes aware of objects of thought or perception; it includes the mental activities associated with thinking, learning, and memory."" [ISBN:0721619908]",256,1831,42,18452,0.022938285090114693,0.1640625,query_1,['GO:0050877']
GO:BP,GO:0051049,regulation of transport,0.0159825324338582,True,"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1351,1831,169,18452,0.0922992900054615,0.12509252405625462,query_1,"['GO:0006810', 'GO:0032879']"
GO:BP,GO:1903522,regulation of blood circulation,0.016245206641817514,True,"""Any process that modulates the frequency, rate or extent of blood circulation."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:10659969]",210,1831,36,18452,0.019661387220098307,0.17142857142857143,query_1,"['GO:0008015', 'GO:0044057']"
GO:BP,GO:0048010,vascular endothelial growth factor receptor signaling pathway,0.0164069884397063,True,"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor (VEGFR) on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",101,1831,21,18452,0.011469142545057346,0.2079207920792079,query_1,['GO:0007169']
GO:BP,GO:0031032,actomyosin structure organization,0.0164069884397063,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]",180,1831,32,18452,0.017476788640087382,0.17777777777777778,query_1,['GO:0030036']
GO:BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.016440034449092717,True,"""Any process that modulates the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]",241,1831,40,18452,0.02184598580010923,0.16597510373443983,query_1,"['GO:0007178', 'GO:0009966']"
GO:BP,GO:0044273,sulfur compound catabolic process,0.016440034449092717,True,"""The chemical reactions and pathways resulting in the breakdown of compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."" [GOC:jl]",27,1831,9,18452,0.004915346805024577,0.3333333333333333,query_1,"['GO:0006790', 'GO:0009056']"
GO:BP,GO:0072010,glomerular epithelium development,0.016440034449092717,True,"""The process whose specific outcome is the progression of the glomerular epithelium over time, from its formation to the mature structure. The glomerular epithelium is an epithelial tissue that covers the outer surfaces of the glomerulus. The glomerular epithelium consists of both parietal and visceral epithelium. Metanephric glomerular parietal epithelial cells are specialized epithelial cells that form tight junctions as a barrier to protein transport. A metanephric glomerular visceral epithelial cell is a specialized epithelial cell that contains 'feet' that interdigitate with the 'feet' of other glomerular epithelial cells in the metanephros."" [GOC:mtg_kidney_jan10]",27,1831,9,18452,0.004915346805024577,0.3333333333333333,query_1,"['GO:0032835', 'GO:0072009']"
GO:BP,GO:0032835,glomerulus development,0.016466230870476096,True,"""The progression of the glomerulus over time from its initial formation until its mature state. The glomerulus is a capillary tuft which forms a close network with the visceral epithelium (podocytes) and the mesangium to form the filtration barrier and is surrounded by Bowman's capsule in nephrons of the vertebrate kidney. The glomerulus is part of the nephron and is restricted to one body segment."" [GOC:mah, GOC:mtg_kidney_jan10]",68,1831,16,18452,0.008738394320043691,0.23529411764705882,query_1,"['GO:0048856', 'GO:0072006']"
GO:BP,GO:0030282,bone mineralization,0.016466230870476096,True,"""The deposition of hydroxyapatite, a form of calcium phosphate with the formula Ca10(PO4)6(OH)2, in bone tissue."" [GOC:mah, PMID:22936354]",108,1831,22,18452,0.012015292190060076,0.2037037037037037,query_1,"['GO:0001503', 'GO:0031214']"
GO:BP,GO:0072273,metanephric nephron morphogenesis,0.016540588288485866,True,"""The process in which the anatomical structures of the metanephric nephron are generated and organized. A metanephric nephron is the functional unit of the metanephros."" [GOC:mtg_kidney_jan10]",22,1831,8,18452,0.004369197160021846,0.36363636363636365,query_1,"['GO:0003338', 'GO:0072028', 'GO:0072210']"
GO:BP,GO:0048806,genitalia development,0.016825215428037173,True,"""The process whose specific outcome is the progression of the genitalia over time, from its formation to the mature structure."" [GOC:jid]",38,1831,11,18452,0.006007646095030038,0.2894736842105263,query_1,"['GO:0007548', 'GO:0048513', 'GO:0048608']"
GO:BP,GO:0060457,negative regulation of digestive system process,0.016825215428037173,True,"""Any process that decreases the frequency, rate or extent of a digestive system process, a physical, chemical, or biochemical process carried out by living organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:dph, GOC:tb]",9,1831,5,18452,0.002730748225013654,0.5555555555555556,query_1,"['GO:0022600', 'GO:0044058', 'GO:0051241']"
